 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26. 3.2026    Time:   6:18:19
 Units: L = cm   , T = days , M = micro


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  83  -141.0400     -30.915 0.3591   0.1356E+01  0.1227E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2886E+01  0.0000E+00
  84  -142.7600     -29.200 0.3612   0.1467E+01  0.1237E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3528E+01  0.0000E+00
  85  -144.4800     -27.485 0.3634   0.1608E+01  0.1242E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.4272E+01  0.0000E+00
  86  -146.2000     -25.769 0.3655   0.1750E+01  0.1248E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.5127E+01  0.0000E+00
  87  -147.9200     -24.053 0.3676   0.1892E+01  0.1253E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.6099E+01  0.0000E+00
  88  -149.6400     -22.337 0.3698   0.2084E+01  0.1251E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.7194E+01  0.0000E+00
  89  -151.3600     -20.620 0.3719   0.2291E+01  0.1247E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.8416E+01  0.0000E+00
  90  -153.0800     -18.903 0.3741   0.2498E+01  0.1243E-02 -0.4101E-02  0.0000E+00      -1  -0.269E-03    0.00  0.9767E+01  0.0000E+00
  91  -154.8000     -17.185 0.3762   0.2781E+01  0.1229E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1125E+02  0.0000E+00
  92  -156.5200     -15.468 0.3783   0.3072E+01  0.1213E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1285E+02  0.0000E+00
  93  -158.2400     -13.750 0.3804   0.3428E+01  0.1188E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1458E+02  0.0000E+00
  94  -159.9600     -12.032 0.3824   0.3821E+01  0.1158E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1643E+02  0.0000E+00
  95  -161.6800     -10.314 0.3843   0.4319E+01  0.1114E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1839E+02  0.0000E+00
  96  -163.4000      -8.595 0.3862   0.4896E+01  0.1061E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2045E+02  0.0000E+00
  97  -165.1200      -6.877 0.3880   0.5608E+01  0.9913E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2260E+02  0.0000E+00
  98  -166.8400      -5.158 0.3896   0.6520E+01  0.9000E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2484E+02  0.0000E+00
  99  -168.5600      -3.439 0.3911   0.7745E+01  0.7771E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2714E+02  0.0000E+00
 100  -170.2800      -1.719 0.3923   0.9623E+01  0.5939E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2949E+02  0.0000E+00
 101  -172.0000       0.000 0.3930   0.1665E+02  0.0000E+00 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3190E+02  0.0000E+00
end


 Time:     6935.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -148.332 0.3098   0.3877E+00  0.5321E-03 -0.1988E+00  0.3386E-02      -1  -0.130E-01    0.00  0.4668E-11  0.0000E+00
   2    -1.7200    -147.474 0.3102   0.3943E+00  0.5343E-03 -0.1930E+00  0.3336E-02      -1  -0.127E-01    0.00  0.5243E-11  0.0000E+00
   3    -3.4400    -146.576 0.3108   0.4013E+00  0.5365E-03 -0.1873E+00  0.3285E-02      -1  -0.123E-01    0.00  0.6112E-11  0.0000E+00
   4    -5.1600    -145.640 0.3113   0.4084E+00  0.5388E-03 -0.1817E+00  0.3234E-02      -1  -0.119E-01    0.00  0.7359E-11  0.0000E+00
   5    -6.8800    -144.667 0.3118   0.4159E+00  0.5412E-03 -0.1762E+00  0.3184E-02      -1  -0.116E-01    0.00  0.9095E-11  0.0000E+00
   6    -8.6000    -143.658 0.3124   0.4237E+00  0.5438E-03 -0.1708E+00  0.3133E-02      -1  -0.112E-01    0.00  0.1147E-10  0.0000E+00
   7   -10.3200    -142.614 0.3130   0.4317E+00  0.5464E-03 -0.1654E+00  0.3082E-02      -1  -0.109E-01    0.00  0.1469E-10  0.0000E+00
   8   -12.0400    -141.536 0.3136   0.4400E+00  0.5490E-03 -0.1602E+00  0.3032E-02      -1  -0.105E-01    0.00  0.1902E-10  0.0000E+00
   9   -13.7600    -140.426 0.3142   0.4485E+00  0.5518E-03 -0.1550E+00  0.2981E-02      -1  -0.102E-01    0.00  0.2485E-10  0.0000E+00
  10   -15.4800    -139.285 0.3148   0.4573E+00  0.5546E-03 -0.1499E+00  0.2930E-02      -1  -0.984E-02    0.00  0.3267E-10  0.0000E+00
  11   -17.2000    -138.114 0.3155   0.4663E+00  0.5575E-03 -0.1449E+00  0.2880E-02      -1  -0.951E-02    0.00  0.4317E-10  0.0000E+00
  12   -18.9200    -136.914 0.3162   0.4756E+00  0.5605E-03 -0.1400E+00  0.2829E-02      -1  -0.919E-02    0.00  0.5730E-10  0.0000E+00
  13   -20.6400    -135.687 0.3169   0.4850E+00  0.5636E-03 -0.1352E+00  0.2779E-02      -1  -0.887E-02    0.00  0.7632E-10  0.0000E+00
  14   -22.3600    -134.433 0.3176   0.4946E+00  0.5667E-03 -0.1305E+00  0.2728E-02      -1  -0.856E-02    0.00  0.1020E-09  0.0000E+00
  15   -24.0800    -133.154 0.3183   0.5045E+00  0.5699E-03 -0.1258E+00  0.2677E-02      -1  -0.826E-02    0.00  0.1367E-09  0.0000E+00
  16   -25.8000    -131.851 0.3190   0.5145E+00  0.5731E-03 -0.1213E+00  0.2627E-02      -1  -0.796E-02    0.00  0.1838E-09  0.0000E+00
  17   -27.5200    -130.525 0.3198   0.5247E+00  0.5764E-03 -0.1168E+00  0.2576E-02      -1  -0.766E-02    0.00  0.2479E-09  0.0000E+00
  18   -29.2400    -129.177 0.3205   0.5350E+00  0.5797E-03 -0.1124E+00  0.2525E-02      -1  -0.737E-02    0.00  0.3353E-09  0.0000E+00
  19   -30.9600    -127.808 0.3213   0.5456E+00  0.5831E-03 -0.1081E+00  0.2475E-02      -1  -0.709E-02    0.00  0.4548E-09  0.0000E+00
  20   -32.6800    -126.419 0.3221   0.5563E+00  0.5866E-03 -0.1039E+00  0.2424E-02      -1  -0.682E-02    0.00  0.6187E-09  0.0000E+00
  21   -34.4000    -125.010 0.3229   0.5671E+00  0.5901E-03 -0.9975E-01  0.2373E-02      -1  -0.655E-02    0.00  0.8443E-09  0.0000E+00
  22   -36.1200    -123.584 0.3237   0.5781E+00  0.5936E-03 -0.9571E-01  0.2323E-02      -1  -0.628E-02    0.00  0.1156E-08  0.0000E+00
  23   -37.8400    -122.140 0.3245   0.5892E+00  0.5972E-03 -0.9176E-01  0.2272E-02      -1  -0.602E-02    0.00  0.1587E-08  0.0000E+00
  24   -39.5600    -120.680 0.3253   0.6004E+00  0.6009E-03 -0.8790E-01  0.2221E-02      -1  -0.577E-02    0.00  0.2186E-08  0.0000E+00
  25   -41.2800    -119.202 0.3262   0.6197E+00  0.6045E-03 -0.8412E-01  0.2171E-02      -1  -0.552E-02    0.00  0.3021E-08  0.0000E+00
  26   -43.0000    -117.707 0.3272   0.6408E+00  0.6082E-03 -0.8043E-01  0.2120E-02      -1  -0.528E-02    0.00  0.4189E-08  0.0000E+00
  27   -44.7200    -116.194 0.3281   0.6620E+00  0.6119E-03 -0.7683E-01  0.2069E-02      -1  -0.504E-02    0.00  0.5828E-08  0.0000E+00
  28   -46.4400    -114.666 0.3291   0.6835E+00  0.6156E-03 -0.7331E-01  0.2019E-02      -1  -0.481E-02    0.00  0.8136E-08  0.0000E+00
  29   -48.1600    -113.124 0.3301   0.7052E+00  0.6194E-03 -0.6988E-01  0.1968E-02      -1  -0.459E-02    0.00  0.1140E-07  0.0000E+00
  30   -49.8800    -111.567 0.3311   0.7271E+00  0.6233E-03 -0.6654E-01  0.1918E-02      -1  -0.437E-02    0.00  0.1603E-07  0.0000E+00
  31   -51.6000    -110.112 0.2879   0.1154E+00  0.6293E-03 -0.6329E-01  0.1867E-02      -1  -0.415E-02    0.00  0.2277E-07  0.0000E+00
  32   -53.3200    -109.303 0.2884   0.1175E+00  0.6336E-03 -0.6012E-01  0.1816E-02      -1  -0.394E-02    0.00  0.3234E-07  0.0000E+00
  33   -55.0400    -108.432 0.2890   0.1199E+00  0.6383E-03 -0.5704E-01  0.1766E-02      -1  -0.374E-02    0.00  0.4575E-07  0.0000E+00
  34   -56.7600    -107.500 0.2896   0.1224E+00  0.6432E-03 -0.5404E-01  0.1715E-02      -1  -0.355E-02    0.00  0.6471E-07  0.0000E+00
  35   -58.4800    -106.511 0.2902   0.1250E+00  0.6485E-03 -0.5114E-01  0.1664E-02      -1  -0.336E-02    0.00  0.9168E-07  0.0000E+00
  36   -60.2000    -105.467 0.2909   0.1278E+00  0.6541E-03 -0.4832E-01  0.1614E-02      -1  -0.317E-02    0.00  0.1303E-06  0.0000E+00
  37   -61.9200    -104.372 0.2916   0.1307E+00  0.6599E-03 -0.4559E-01  0.1563E-02      -1  -0.299E-02    0.00  0.1858E-06  0.0000E+00
  38   -63.6400    -103.227 0.2923   0.1338E+00  0.6660E-03 -0.4294E-01  0.1512E-02      -1  -0.282E-02    0.00  0.2661E-06  0.0000E+00
  39   -65.3600    -102.036 0.2931   0.1370E+00  0.6723E-03 -0.4038E-01  0.1462E-02      -1  -0.265E-02    0.00  0.3829E-06  0.0000E+00
  40   -67.0800    -100.801 0.2938   0.1403E+00  0.6789E-03 -0.3791E-01  0.1411E-02      -1  -0.249E-02    0.00  0.5535E-06  0.0000E+00
  41   -68.8000     -99.526 0.2947   0.1437E+00  0.6857E-03 -0.3553E-01  0.1360E-02      -1  -0.233E-02    0.00  0.8040E-06  0.0000E+00
  42   -70.5200     -98.212 0.2955   0.1472E+00  0.6927E-03 -0.3323E-01  0.1310E-02      -1  -0.218E-02    0.00  0.1174E-05  0.0000E+00
  43   -72.2400     -96.863 0.2964   0.1508E+00  0.6999E-03 -0.3102E-01  0.1259E-02      -1  -0.204E-02    0.00  0.1722E-05  0.0000E+00
  44   -73.9600     -95.480 0.2972   0.1545E+00  0.7073E-03 -0.2890E-01  0.1208E-02      -1  -0.190E-02    0.00  0.2540E-05  0.0000E+00
  45   -75.6800     -94.063 0.2983   0.1622E+00  0.7171E-03 -0.2687E-01  0.1158E-02      -1  -0.176E-02    0.00  0.3765E-05  0.0000E+00
  46   -77.4000     -92.611 0.2995   0.1701E+00  0.7273E-03 -0.2492E-01  0.1107E-02      -1  -0.164E-02    0.00  0.5608E-05  0.0000E+00
  47   -79.1200     -91.128 0.3006   0.1782E+00  0.7376E-03 -0.2306E-01  0.1057E-02      -1  -0.151E-02    0.00  0.8396E-05  0.0000E+00
  48   -80.8400     -89.617 0.3018   0.1864E+00  0.7482E-03 -0.2129E-01  0.1006E-02      -1  -0.140E-02    0.00  0.1263E-04  0.0000E+00
  49   -82.5600     -88.081 0.3030   0.1948E+00  0.7589E-03 -0.1960E-01  0.9552E-03      -1  -0.129E-02    0.00  0.1909E-04  0.0000E+00
  50   -84.2800     -86.523 0.3042   0.2033E+00  0.7698E-03 -0.1800E-01  0.9046E-03      -1  -0.118E-02    0.00  0.2898E-04  0.0000E+00
  51   -86.0000     -84.946 0.3054   0.2119E+00  0.7808E-03 -0.1649E-01  0.8539E-03      -1  -0.108E-02    0.00  0.4418E-04  0.0000E+00
  52   -87.7200     -83.351 0.3066   0.2206E+00  0.7919E-03 -0.1506E-01  0.8033E-03      -1  -0.988E-03    0.00  0.6762E-04  0.0000E+00
  53   -89.4400     -81.741 0.3079   0.2294E+00  0.8032E-03 -0.1372E-01  0.7526E-03      -1  -0.901E-03    0.00  0.1039E-03  0.0000E+00
  54   -91.1600     -80.117 0.3091   0.2382E+00  0.8145E-03 -0.1247E-01  0.7020E-03      -1  -0.818E-03    0.00  0.1600E-03  0.0000E+00
  55   -92.8800     -78.481 0.3104   0.2472E+00  0.8260E-03 -0.1131E-01  0.6513E-03      -1  -0.742E-03    0.00  0.2470E-03  0.0000E+00
  56   -94.6000     -76.835 0.3117   0.2561E+00  0.8375E-03 -0.1023E-01  0.6007E-03      -1  -0.671E-03    0.00  0.3820E-03  0.0000E+00
  57   -96.3200     -75.178 0.3130   0.2676E+00  0.8497E-03 -0.9242E-02  0.5501E-03      -1  -0.606E-03    0.00  0.5913E-03  0.0000E+00
  58   -98.0400     -73.513 0.3145   0.2851E+00  0.8638E-03 -0.8340E-02  0.4994E-03      -1  -0.547E-03    0.00  0.9149E-03  0.0000E+00
  59   -99.7600     -71.839 0.3160   0.3028E+00  0.8779E-03 -0.7525E-02  0.4488E-03      -1  -0.494E-03    0.00  0.1413E-02  0.0000E+00
  60  -101.4800     -70.159 0.3176   0.3205E+00  0.8921E-03 -0.6796E-02  0.3981E-03      -1  -0.446E-03    0.00  0.2177E-02  0.0000E+00
  61  -103.2000     -68.472 0.3191   0.3383E+00  0.9063E-03 -0.6155E-02  0.3475E-03      -1  -0.404E-03    0.00  0.3340E-02  0.0000E+00
  62  -104.9200     -66.781 0.3207   0.3561E+00  0.9206E-03 -0.5601E-02  0.2968E-03      -1  -0.367E-03    0.00  0.5096E-02  0.0000E+00
  63  -106.6400     -65.087 0.3222   0.3740E+00  0.9349E-03 -0.5134E-02  0.2462E-03      -1  -0.337E-03    0.00  0.7725E-02  0.0000E+00
  64  -108.3600     -63.389 0.3237   0.3919E+00  0.9493E-03 -0.4754E-02  0.1955E-03      -1  -0.312E-03    0.00  0.1161E-01  0.0000E+00
  65  -110.0800     -61.688 0.3253   0.4099E+00  0.9636E-03 -0.4461E-02  0.1449E-03      -1  -0.293E-03    0.00  0.1730E-01  0.0000E+00
  66  -111.8000     -59.986 0.3268   0.4278E+00  0.9780E-03 -0.4255E-02  0.9423E-04      -1  -0.279E-03    0.00  0.2549E-01  0.0000E+00
  67  -113.5200     -58.282 0.3286   0.4603E+00  0.9937E-03 -0.4137E-02  0.4358E-04      -1  -0.271E-03    0.00  0.3711E-01  0.0000E+00
  68  -115.2400     -56.577 0.3304   0.4931E+00  0.1009E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.5333E-01  0.0000E+00
  69  -116.9600     -54.871 0.3321   0.5260E+00  0.1025E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.7563E-01  0.0000E+00
  70  -118.6800     -53.164 0.3339   0.5588E+00  0.1041E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1059E+00  0.0000E+00
  71  -120.4000     -51.456 0.3357   0.5917E+00  0.1057E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1466E+00  0.0000E+00
  72  -122.1200     -49.748 0.3374   0.6246E+00  0.1073E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2006E+00  0.0000E+00
  73  -123.8400     -48.039 0.3392   0.6575E+00  0.1088E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2714E+00  0.0000E+00
  74  -125.5600     -46.329 0.3411   0.7068E+00  0.1104E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3633E+00  0.0000E+00
  75  -127.2800     -44.619 0.3430   0.7634E+00  0.1119E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.4809E+00  0.0000E+00
  76  -129.0000     -42.908 0.3450   0.8201E+00  0.1134E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.6300E+00  0.0000E+00
  77  -130.7200     -41.196 0.3469   0.8768E+00  0.1149E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.8166E+00  0.0000E+00
  78  -132.4400     -39.484 0.3489   0.9335E+00  0.1164E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1048E+01  0.0000E+00
  79  -134.1600     -37.771 0.3508   0.9903E+00  0.1180E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1331E+01  0.0000E+00
  80  -135.8800     -36.058 0.3529   0.1080E+01  0.1192E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1675E+01  0.0000E+00
  81  -137.6000     -34.344 0.3550   0.1172E+01  0.1204E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2087E+01  0.0000E+00
  82  -139.3200     -32.630 0.3570   0.1264E+01  0.1215E-02 -0.4098E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2575E+01  0.0000E+00
  83  -141.0400     -30.915 0.3591   0.1356E+01  0.1227E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3149E+01  0.0000E+00
  84  -142.7600     -29.200 0.3612   0.1467E+01  0.1237E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3817E+01  0.0000E+00
  85  -144.4800     -27.485 0.3634   0.1608E+01  0.1242E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.4586E+01  0.0000E+00
  86  -146.2000     -25.769 0.3655   0.1750E+01  0.1248E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.5464E+01  0.0000E+00
  87  -147.9200     -24.053 0.3676   0.1892E+01  0.1253E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.6455E+01  0.0000E+00
  88  -149.6400     -22.337 0.3698   0.2084E+01  0.1251E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.7564E+01  0.0000E+00
  89  -151.3600     -20.620 0.3719   0.2291E+01  0.1247E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.8795E+01  0.0000E+00
  90  -153.0800     -18.903 0.3741   0.2498E+01  0.1243E-02 -0.4101E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1015E+02  0.0000E+00
  91  -154.8000     -17.185 0.3762   0.2781E+01  0.1229E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1163E+02  0.0000E+00
  92  -156.5200     -15.468 0.3783   0.3072E+01  0.1213E-02 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1322E+02  0.0000E+00
  93  -158.2400     -13.750 0.3804   0.3428E+01  0.1188E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1494E+02  0.0000E+00
  94  -159.9600     -12.032 0.3824   0.3821E+01  0.1158E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1676E+02  0.0000E+00
  95  -161.6800     -10.314 0.3843   0.4319E+01  0.1114E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.1869E+02  0.0000E+00
  96  -163.4000      -8.595 0.3862   0.4896E+01  0.1061E-02 -0.4100E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2071E+02  0.0000E+00
  97  -165.1200      -6.877 0.3880   0.5608E+01  0.9913E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2282E+02  0.0000E+00
  98  -166.8400      -5.158 0.3896   0.6520E+01  0.9000E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2500E+02  0.0000E+00
  99  -168.5600      -3.439 0.3911   0.7745E+01  0.7771E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2725E+02  0.0000E+00
 100  -170.2800      -1.719 0.3923   0.9623E+01  0.5939E-03 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.2955E+02  0.0000E+00
 101  -172.0000       0.000 0.3930   0.1665E+02  0.0000E+00 -0.4099E-02  0.0000E+00      -1  -0.269E-03    0.00  0.3190E+02  0.0000E+00
end


 Time:     7300.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -148.332 0.3098   0.3877E+00  0.5321E-03 -0.1988E+00  0.3386E-02      -1  -0.130E-01    0.00  0.1447E-10  0.0000E+00
   2    -1.7200    -147.474 0.3102   0.3943E+00  0.5343E-03 -0.1930E+00  0.3336E-02      -1  -0.127E-01    0.00  0.1622E-10  0.0000E+00
   3    -3.4400    -146.576 0.3108   0.4013E+00  0.5365E-03 -0.1873E+00  0.3285E-02      -1  -0.123E-01    0.00  0.1882E-10  0.0000E+00
   4    -5.1600    -145.640 0.3113   0.4084E+00  0.5388E-03 -0.1817E+00  0.3234E-02      -1  -0.119E-01    0.00  0.2250E-10  0.0000E+00
   5    -6.8800    -144.667 0.3118   0.4159E+00  0.5412E-03 -0.1762E+00  0.3184E-02      -1  -0.116E-01    0.00  0.2756E-10  0.0000E+00
   6    -8.6000    -143.658 0.3124   0.4237E+00  0.5438E-03 -0.1708E+00  0.3133E-02      -1  -0.112E-01    0.00  0.3443E-10  0.0000E+00
   7   -10.3200    -142.614 0.3130   0.4317E+00  0.5464E-03 -0.1654E+00  0.3082E-02      -1  -0.109E-01    0.00  0.4363E-10  0.0000E+00
   8   -12.0400    -141.536 0.3136   0.4400E+00  0.5490E-03 -0.1602E+00  0.3032E-02      -1  -0.105E-01    0.00  0.5593E-10  0.0000E+00
   9   -13.7600    -140.426 0.3142   0.4485E+00  0.5518E-03 -0.1550E+00  0.2981E-02      -1  -0.102E-01    0.00  0.7230E-10  0.0000E+00
  10   -15.4800    -139.285 0.3148   0.4573E+00  0.5546E-03 -0.1499E+00  0.2930E-02      -1  -0.984E-02    0.00  0.9407E-10  0.0000E+00
  11   -17.2000    -138.114 0.3155   0.4663E+00  0.5575E-03 -0.1449E+00  0.2880E-02      -1  -0.951E-02    0.00  0.1230E-09  0.0000E+00
  12   -18.9200    -136.914 0.3162   0.4756E+00  0.5605E-03 -0.1400E+00  0.2829E-02      -1  -0.919E-02    0.00  0.1616E-09  0.0000E+00
  13   -20.6400    -135.687 0.3169   0.4850E+00  0.5636E-03 -0.1352E+00  0.2779E-02      -1  -0.887E-02    0.00  0.2131E-09  0.0000E+00
  14   -22.3600    -134.433 0.3176   0.4946E+00  0.5667E-03 -0.1305E+00  0.2728E-02      -1  -0.856E-02    0.00  0.2818E-09  0.0000E+00
  15   -24.0800    -133.154 0.3183   0.5045E+00  0.5699E-03 -0.1258E+00  0.2677E-02      -1  -0.826E-02    0.00  0.3739E-09  0.0000E+00
  16   -25.8000    -131.851 0.3190   0.5145E+00  0.5731E-03 -0.1213E+00  0.2627E-02      -1  -0.796E-02    0.00  0.4975E-09  0.0000E+00
  17   -27.5200    -130.525 0.3198   0.5247E+00  0.5764E-03 -0.1168E+00  0.2576E-02      -1  -0.766E-02    0.00  0.6638E-09  0.0000E+00
  18   -29.2400    -129.177 0.3205   0.5350E+00  0.5797E-03 -0.1124E+00  0.2525E-02      -1  -0.737E-02    0.00  0.8882E-09  0.0000E+00
  19   -30.9600    -127.808 0.3213   0.5456E+00  0.5831E-03 -0.1081E+00  0.2475E-02      -1  -0.709E-02    0.00  0.1192E-08  0.0000E+00
  20   -32.6800    -126.419 0.3221   0.5563E+00  0.5866E-03 -0.1039E+00  0.2424E-02      -1  -0.682E-02    0.00  0.1604E-08  0.0000E+00
  21   -34.4000    -125.010 0.3229   0.5671E+00  0.5901E-03 -0.9975E-01  0.2373E-02      -1  -0.655E-02    0.00  0.2165E-08  0.0000E+00
  22   -36.1200    -123.584 0.3237   0.5781E+00  0.5936E-03 -0.9571E-01  0.2323E-02      -1  -0.628E-02    0.00  0.2930E-08  0.0000E+00
  23   -37.8400    -122.140 0.3245   0.5892E+00  0.5972E-03 -0.9176E-01  0.2272E-02      -1  -0.602E-02    0.00  0.3978E-08  0.0000E+00
  24   -39.5600    -120.680 0.3253   0.6004E+00  0.6009E-03 -0.8790E-01  0.2221E-02      -1  -0.577E-02    0.00  0.5417E-08  0.0000E+00
  25   -41.2800    -119.202 0.3262   0.6197E+00  0.6045E-03 -0.8412E-01  0.2171E-02      -1  -0.552E-02    0.00  0.7399E-08  0.0000E+00
  26   -43.0000    -117.707 0.3272   0.6408E+00  0.6082E-03 -0.8043E-01  0.2120E-02      -1  -0.528E-02    0.00  0.1014E-07  0.0000E+00
  27   -44.7200    -116.194 0.3281   0.6620E+00  0.6119E-03 -0.7683E-01  0.2069E-02      -1  -0.504E-02    0.00  0.1394E-07  0.0000E+00
  28   -46.4400    -114.666 0.3291   0.6835E+00  0.6156E-03 -0.7331E-01  0.2019E-02      -1  -0.481E-02    0.00  0.1922E-07  0.0000E+00
  29   -48.1600    -113.124 0.3301   0.7052E+00  0.6194E-03 -0.6988E-01  0.1968E-02      -1  -0.459E-02    0.00  0.2660E-07  0.0000E+00
  30   -49.8800    -111.567 0.3311   0.7271E+00  0.6233E-03 -0.6654E-01  0.1918E-02      -1  -0.437E-02    0.00  0.3694E-07  0.0000E+00
  31   -51.6000    -110.112 0.2879   0.1154E+00  0.6293E-03 -0.6329E-01  0.1867E-02      -1  -0.415E-02    0.00  0.5181E-07  0.0000E+00
  32   -53.3200    -109.303 0.2884   0.1175E+00  0.6336E-03 -0.6012E-01  0.1816E-02      -1  -0.394E-02    0.00  0.7267E-07  0.0000E+00
  33   -55.0400    -108.432 0.2890   0.1199E+00  0.6383E-03 -0.5704E-01  0.1766E-02      -1  -0.374E-02    0.00  0.1016E-06  0.0000E+00
  34   -56.7600    -107.500 0.2896   0.1224E+00  0.6432E-03 -0.5404E-01  0.1715E-02      -1  -0.355E-02    0.00  0.1419E-06  0.0000E+00
  35   -58.4800    -106.511 0.2902   0.1250E+00  0.6485E-03 -0.5114E-01  0.1664E-02      -1  -0.336E-02    0.00  0.1986E-06  0.0000E+00
  36   -60.2000    -105.467 0.2909   0.1278E+00  0.6541E-03 -0.4832E-01  0.1614E-02      -1  -0.317E-02    0.00  0.2787E-06  0.0000E+00
  37   -61.9200    -104.372 0.2916   0.1307E+00  0.6599E-03 -0.4559E-01  0.1563E-02      -1  -0.299E-02    0.00  0.3925E-06  0.0000E+00
  38   -63.6400    -103.227 0.2923   0.1338E+00  0.6660E-03 -0.4294E-01  0.1512E-02      -1  -0.282E-02    0.00  0.5548E-06  0.0000E+00
